Date,Time,Location,Airline/Op,Aboard,Fatalities,Summary
1998,9, Hawaii,Air Taxi - Ohana Helicopter Tours,6,6,"The helicopter impacted a mountain on a sightseeing trip. The pilot's decision to continue VFR flight into deteriorating weather conditions consisting of lowering ceilings and visibility in mountainous terrain, which resulted in the inadvertent entry into instrument meteorological conditions and a collision with a mountainside. A factor in the accident was the failure of the chief pilot, who had directly observed the deteriorating weather conditions, to direct the following pilots to avoid the area."
1998,23, United Arab Emirates,ATI Aircompany,8,8,"The cargo plane lifted off from the runway, slowly sank and impacted the sea. The plane was grossly overloaded."
1998,21, Argentina,Alas del Sur,3,3,The cargo plane crashed short of the runway.
1998,4, Eritrea,Ukraine Aviation Transport Company,10,10,"While on an ILS approach, the cargo plane struck a hill."
1998,, Mexico,Military - Mexican Air Force,4,4,The aircraft crashed into a volcano.
1998,, England,Plane Sailing,18,4,The plane was flying lower than 500 ft. prior to attempting to land. After a missed attempt the plane landed on the water and soon after water entered the cockpit and the plane broke up. Possible collision with debris which caused the doors to collapse inward.
1998,, Spain,Swifair,2,2,"During a training flight, the crew of the cargo plane stopped one engine, stalled and crashed. The loss of control of the aircraft due to an excessive reduction of speed at low height, after having extended the landing gear, with an intermediate flap position, and with the right engine stopped and its propeller pitch close to feather."
1998,16, Brazil,Selva Taxi Aero,24,5,The aircraft ditched in the Manacapuru River while en route from Tefe to Manaus. The pilot had reported an engine problem about 20 minutes earlier.
1998,11, India,Alliance Airlines,6,6,"Shortly after taking off the plane pitched up, stalled and crashed to the ground. The  pitch-up was caused by an uncommanded downward movement of the horizontal stabilizer. This was due to a partial detachment of the actuator forward bearing support fitting due to the non-installation of required hi-lok fasteners."
1998,15, France,Proteus Air / Private,15,15,"Midair collision. The Beechcraft was on a flight from Lyon to Lorient, approaching Lorient, when it requested permission to fly over the ocean liner Norway. While circling the Norway, it collided with the Cessna. One killed aboard the Cessna, 14 aboard the Beechcraft.  Failure of both pilots to 'see and avoid' each other under VFR condition."
1998,17,Kincolith,Harbour Air Seaplanes Ltd.,5,5,"The pilot made three low passes over the water in an attempt to land at Kincolith. On the fourth approach, the aircraft touched down, apparently in a controlled manner, and skipped on the water surface. The floats then dug into the water followed by the right wing, which was severed from the fuselage on water impact. The aircraft quickly overturned and came to rest inverted with only the bottom of the floats visible. All five occupants drowned. On touchdown, the floats struck the water and caused a flying attitude that the pilot could not control before the right wing dug in and the aircraft overturned. Contributing to the accident were conflicting wind and water conditions at the time of the occurrence."
1998,, Angola,Alada,13,1,Blew a tire while landing causing the plane to to run off the runway and crash.
1998,16, New Zealand,Vincent Aviation,10,5,"While en route, the aircraft experienced double engine failure. The plane ditched into Foveaux Strait. Five passengers were rescued, but four passengers and the pilot did not have lifejackets and did not survive. The double engine failure was possibly related to fuel management."
1998,11, Nepal,Lumbini Airways,18,18,"The aircraft crashed in a remote mountainous area at an elevation of 12,000 feet while on a flight from Jomsom to Potokari. Radio contact was lost 5 minutes after takeoff from Jomson."
1998,17, Dominica,Air Anguilla,11,11,Impacted rising terrain while executing a go-around from Runway 09 at Melville Hall Airport..
1998,16, South Africa,Speed Service Couriers,2,1,"The cargo plane took off in a steep angle, rolled to the left and crashed and burned. The taking off with the elevator trim set to the full nose-up position. This resulted in the nose of the aircraft pitching up after rotation, causing the pilot to lose control of the aircraft."
1998,8, Myanmar,Myanmar Airways,44,44,"The aircraft was on a flight from Rangoon to Tachilek when it was diverted to Heho due to poor weather conditions. After the aircraft was reported missing, wreckage was found on Payakha Mountain, near Manibagi. It was five days before officials announced that the plane had crashed as an effort was made to hide the accident. There are reports that some survived the crash, only to be tortured and  murdered by nearby villagers who thought it was a military plane."
1998,13, Ecuador,Cubana de Aviacion,91,70,"The aircraft crashed and burned during takeoff from Quito. The crew tried and failed twice to take off. On the third attempt, the plane struggled to gain altitude, rising a few feet, but settled back to earth plowing past the end of the runway and crashing into an auto body shop and coming to rest in a soccer field. The accident was caused by the late decision of the crew to abort the takeoff."
1998,,Angola,Permaviatrans,24,24,Shot down by UNITA rebels 30 minutes after taking off.
1998,21,Off Peggy's Cove,Swissair,229,229,"The aircraft was on a flight from JFK Airport, New York to Geneva, Switzerland when the crew reported smoke in the cockpit and requested an emergency landing at Halifax. The plane began dumping fuel and preparing for an emergency landing when it disappeared from radar and crashed into the AtlantiOcean southwest of Halifax. A fire in the entertainment system wiring started in a hidden area above the cockpit ceiling when arcing ignited the cover material made of thermal insulation blankets. This set off an in-flight fire that spread and increased in intensity until it led to the loss of the aircraft.. It was determined that  aircraft certification standards for material flammability at the time of the accident were inadequate. Dr. Jonathan Mann, researcher in the fight against AIDS killed in the crash."
1998,10, Alaska,Rusts Flying Service Inc.,5,5,"The plane crashed while attempting to cross a mountain pass, following two other company airplanes in conditions described as five to seven miles visibility, 700 feet ceilings, clouds hanging on the mountainsides, and misty rain. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall. Unfamiliarity with the geographiarea, the low clouds, his becoming disoriented, and the blind canyon into which he flew. The audible stall warning circuit breaker was found in the pulled (disabled) position."
